claim_id,log_file_name,section_number,parsed_values,source_table,source_cell,source_values_full_precision,comparison_rule_used,status,quantity_label,notes
R011,scratch_coder_figure_revisions_log_pass2.md,G.12,"[""1"", ""26""]",S5T002,"analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 21, baseline_model_positive_n; analysis/scratch_coder_results/results.md::S5T002.r45 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 21, interval_lower_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 21, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T002.r43 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 21, source_value_string","[[""1"", ""1"", ""1""], [""26"", ""26"", ""26""]]",exact,PASS,purpose Unclear operands,
R012,scratch_coder_figure_revisions_log_pass2.md,G.12,"[""198"", ""160""]",S5T001,"sum all labels minus Unclear; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 2, baseline_model_positive_n; analysis/scratch_coder_results/results.md::S5T001.r3 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 2, interval_lower_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 3, baseline_model_positive_n; analysis/scratch_coder_results/results.md::S5T001.r9 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 3, interval_lower_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 4, baseline_model_positive_n; analysis/scratch_coder_results/results.md::S5T001.r15 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 4, interval_lower_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 5, baseline_model_positive_n; analysis/scratch_coder_results/results.md::S5T001.r21 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 5, interval_lower_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 6, baseline_model_positive_n; analysis/scratch_coder_results/results.md::S5T001.r27 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 6, interval_lower_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 7, baseline_model_positive_n; analysis/scratch_coder_results/results.md::S5T001.r33 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 7, interval_lower_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 8, baseline_model_positive_n; analysis/scratch_coder_results/results.md::S5T001.r39 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 8, interval_lower_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 9, baseline_model_positive_n; analysis/scratch_coder_results/results.md::S5T001.r45 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 9, interval_lower_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 10, baseline_model_positive_n; analysis/scratch_coder_results/results.md::S5T001.r51 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 10, interval_lower_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 11, baseline_model_positive_n; analysis/scratch_coder_results/results.md::S5T001.r57 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 11, interval_lower_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 12, baseline_model_positive_n; analysis/scratch_coder_results/results.md::S5T001.r63 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 12, interval_lower_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 13, baseline_model_positive_n; analysis/scratch_coder_results/results.md::S5T001.r69 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 13, interval_lower_string; sum all labels minus Unclear; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 2, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T001.r1 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 2, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 3, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T001.r7 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 3, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 4, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T001.r13 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 4, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 5, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T001.r19 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 5, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 6, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T001.r25 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 6, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 7, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T001.r31 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 7, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 8, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T001.r37 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 8, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 9, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T001.r43 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 9, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 10, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T001.r49 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 10, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 11, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T001.r55 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 11, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 12, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T001.r61 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 12, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 13, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T001.r67 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 13, source_value_string","[[""45"", ""4"", ""4"", ""35"", ""10"", ""25"", ""1"", ""56"", ""6"", ""10"", ""2"", ""1""], [""41"", ""4"", ""0"", ""27"", ""4"", ""23"", ""0"", ""39"", ""9"", ""11"", ""2"", ""13""]]",exact,PASS,domain substantive-only totals,
R013,scratch_coder_figure_revisions_log_pass2.md,G.12,"[""159"", ""103""]",S5T002,"sum all labels minus Unclear; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 14, baseline_model_positive_n; analysis/scratch_coder_results/results.md::S5T002.r3 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 14, interval_lower_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 15, baseline_model_positive_n; analysis/scratch_coder_results/results.md::S5T002.r9 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 15, interval_lower_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 16, baseline_model_positive_n; analysis/scratch_coder_results/results.md::S5T002.r15 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 16, interval_lower_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 17, baseline_model_positive_n; analysis/scratch_coder_results/results.md::S5T002.r21 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 17, interval_lower_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 18, baseline_model_positive_n; analysis/scratch_coder_results/results.md::S5T002.r27 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 18, interval_lower_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 19, baseline_model_positive_n; analysis/scratch_coder_results/results.md::S5T002.r33 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 19, interval_lower_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 20, baseline_model_positive_n; analysis/scratch_coder_results/results.md::S5T002.r39 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 20, interval_lower_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 21, baseline_model_positive_n; analysis/scratch_coder_results/results.md::S5T002.r45 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 21, interval_lower_string; sum all labels minus Unclear; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 14, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T002.r1 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 14, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 15, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T002.r7 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 15, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 16, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T002.r13 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 16, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 17, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T002.r19 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 17, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 18, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T002.r25 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 18, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 19, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T002.r31 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 19, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 20, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T002.r37 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 20, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/label_support.csv::CSV row 21, baseline_human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T002.r43 estimate; analysis/figure_data/scratch_coder_figure_3_label_application_patterns.csv::CSV row 21, source_value_string","[[""52"", ""11"", ""10"", ""47"", ""33"", ""2"", ""4"", ""1""], [""36"", ""9"", ""7"", ""19"", ""30"", ""1"", ""1"", ""26""]]",exact,PASS,purpose substantive-only totals,
R014,scratch_coder_figure_revisions_log_pass2.md,1.1,"[""11""]",S2T015,"analysis/outputs_validation_scratch_stage_b_20260825/tag_diagnostics.csv::CSV row 2, human_majority_positive_n; analysis/scratch_coder_results/results.md::S2T015.r7 estimate","[[""11"", ""11""]]",exact,PASS,baseline equity majority-positive count,
R015,scratch_coder_figure_revisions_log_pass2.md,1.1,"[""12""]",S2T016,"analysis/outputs_validation_scratch_stage_b_20260825/tag_diagnostics.csv::CSV row 3, human_majority_positive_n; analysis/scratch_coder_results/results.md::S2T016.r7 estimate","[[""12"", ""12""]]",exact,PASS,baseline COVID majority-positive count,
R016,scratch_coder_figure_revisions_log_pass2.md,1.1,"[""8""]",S2T017,"analysis/outputs_validation_scratch_stage_b_20260825/tag_diagnostics.csv::CSV row 4, human_majority_positive_n; analysis/scratch_coder_results/results.md::S2T017.r7 estimate","[[""8"", ""8""]]",exact,PASS,hard-case equity majority-positive count,
R017,scratch_coder_figure_revisions_log_pass2.md,1.1,"[""6""]",S2T018,"analysis/outputs_validation_scratch_stage_b_20260825/tag_diagnostics.csv::CSV row 5, human_majority_positive_n; analysis/scratch_coder_results/results.md::S2T018.r7 estimate","[[""6"", ""6""]]",exact,PASS,hard-case COVID majority-positive count,
R018,scratch_coder_figure_revisions_log_pass2.md,1.4,"[""0.004117088549351349""]",S2T001,"analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 11, ci_upper; analysis/scratch_coder_results/results.md::S2T001.r6 interval_upper; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 31, interval_upper_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 31, interval_upper_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 31, interval_upper_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 31, interval_upper_string","[[""0.004117088549351349"", ""0.004117088549351349"", ""0.004117088549351349"", ""0.004117088549351349"", ""0.004117088549351349"", ""0.004117088549351349""]]",exact,PASS,baseline equity delta_B upper,
R019,scratch_coder_figure_revisions_log_pass2.md,1.4,"[""-0.006490658978949588""]",S2T001,"analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 13, ci_upper; analysis/scratch_coder_results/results.md::S2T001.r8 interval_upper; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 33, interval_upper_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 33, interval_upper_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 33, interval_upper_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 33, interval_upper_string","[[""-0.006490658978949588"", ""-0.006490658978949588"", ""-0.006490658978949588"", ""-0.006490658978949588"", ""-0.006490658978949588"", ""-0.006490658978949588""]]",exact,PASS,baseline equity delta_min upper,
R020,scratch_coder_figure_revisions_log_pass2.md,1.4,"[""0.004""]",S2T001,"analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 11, ci_upper; analysis/scratch_coder_results/results.md::S2T001.r6 interval_upper; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 31, interval_upper_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 31, interval_upper_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 31, interval_upper_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 31, interval_upper_string","[[""0.004117088549351349"", ""0.004117088549351349"", ""0.004117088549351349"", ""0.004117088549351349"", ""0.004117088549351349"", ""0.004117088549351349""]]",rounded,PASS,baseline equity delta_B displayed upper,
R021,scratch_coder_figure_revisions_log_pass2.md,1.4,"[""-0.006""]",S2T001,"analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 13, ci_upper; analysis/scratch_coder_results/results.md::S2T001.r8 interval_upper; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 33, interval_upper_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 33, interval_upper_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 33, interval_upper_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 33, interval_upper_string","[[""-0.006490658978949588"", ""-0.006490658978949588"", ""-0.006490658978949588"", ""-0.006490658978949588"", ""-0.006490658978949588"", ""-0.006490658978949588""]]",rounded,PASS,baseline equity delta_min displayed upper,
R022,scratch_coder_figure_revisions_log_pass2.md,1.4,"[""0.01""]",S2T001,delta_B upper minus delta_min upper,"[[""0.004117088549351349"", ""-0.006490658978949588""]]",approximate,PASS (APPROXIMATE),equity upper-bound gap approximate,
R023,scratch_coder_figure_revisions_log_pass2.md,1.6,"[""0.9397477187332259"", ""0.9397477187332259""]",S2T002,"analysis/outputs_validation_scratch_20260824/replacement_panel_results.csv::CSV row 14, point_estimate; analysis/scratch_coder_results/results.md::S2T002.r1 estimate; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 18, source_value_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 18, source_value_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 18, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 18, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_panel_results.csv::CSV row 15, point_estimate; analysis/scratch_coder_results/results.md::S2T002.r2 estimate; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 19, source_value_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 19, source_value_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 19, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 19, source_value_string","[[""0.9397477187332259"", ""0.9397477187332259"", ""0.9397477187332259"", ""0.9397477187332259"", ""0.9397477187332259"", ""0.9397477187332259""], [""0.9397477187332259"", ""0.9397477187332259"", ""0.9397477187332259"", ""0.9397477187332259"", ""0.9397477187332259"", ""0.9397477187332259""]]",exact,PASS,baseline COVID alpha ABC and LBC,
R024,scratch_coder_figure_revisions_log_pass2.md,1.6,"[""0"", ""0"", ""0""]",S2T002,"analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 14, point_estimate; analysis/scratch_coder_results/results.md::S2T002.r5 estimate; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 22, source_value_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 22, source_value_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 22, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 22, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 14, ci_lower; analysis/scratch_coder_results/results.md::S2T002.r5 interval_lower; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 22, interval_lower_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 22, interval_lower_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 22, interval_lower_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 22, interval_lower_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 14, ci_upper; analysis/scratch_coder_results/results.md::S2T002.r5 interval_upper; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 22, interval_upper_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 22, interval_upper_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 22, interval_upper_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 22, interval_upper_string","[[""0.0"", ""0.0"", ""0.0"", ""0.0"", ""0.0"", ""0.0""], [""0.0"", ""0.0"", ""0.0"", ""0.0"", ""0.0"", ""0.0""], [""0.0"", ""0.0"", ""0.0"", ""0.0"", ""0.0"", ""0.0""]]",exact,PASS,baseline COVID delta_A,
R025,scratch_coder_figure_revisions_log_pass2.md,1.6,"[""0"", ""0"", ""0""]",S2T002,"analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 17, point_estimate; analysis/scratch_coder_results/results.md::S2T002.r8 estimate; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 25, source_value_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 25, source_value_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 25, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 25, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 17, ci_lower; analysis/scratch_coder_results/results.md::S2T002.r8 interval_lower; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 25, interval_lower_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 25, interval_lower_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 25, interval_lower_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 25, interval_lower_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 17, ci_upper; analysis/scratch_coder_results/results.md::S2T002.r8 interval_upper; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 25, interval_upper_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 25, interval_upper_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 25, interval_upper_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 25, interval_upper_string","[[""0.0"", ""0.0"", ""0.0"", ""0.0"", ""0.0"", ""0.0""], [""0.0"", ""0.0"", ""0.0"", ""0.0"", ""0.0"", ""0.0""], [""0.0"", ""0.0"", ""0.0"", ""0.0"", ""0.0"", ""0.0""]]",exact,PASS,baseline COVID delta_min,
R026,scratch_coder_figure_revisions_log_pass2.md,1.6,"[""150""]",S2T002,"analysis/outputs_validation_scratch_20260824/replacement_panel_results.csv::CSV row 14, point_estimate; analysis/scratch_coder_results/results.md::S2T002.r1 estimate; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 18, source_value_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 18, source_value_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 18, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 18, source_value_string [denominator 150 records]","[[""150""]]",exact,PASS,baseline COVID denominator,Denominator is recorded in the source cell metadata; estimate lookup supplies the same row.
R027,scratch_coder_figure_revisions_log_pass2.md,2.2,"[""0.088"", ""0.039"", ""0.144""]",S3T011,"analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 82, point_estimate; analysis/scratch_coder_results/results.md::S3T011.r5 estimate; analysis/figure_data/scratch_coder_figure_2.csv::CSV row 22, source_value_string; analysis/figure_data/scratch_coder_figure_2_sufficiency_sensitivity.csv::CSV row 22, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 82, ci_lower; analysis/scratch_coder_results/results.md::S3T011.r5 interval_lower; analysis/figure_data/scratch_coder_figure_2.csv::CSV row 22, interval_lower_string; analysis/figure_data/scratch_coder_figure_2_sufficiency_sensitivity.csv::CSV row 22, interval_lower_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 82, ci_upper; analysis/scratch_coder_results/results.md::S3T011.r5 interval_upper; analysis/figure_data/scratch_coder_figure_2.csv::CSV row 22, interval_upper_string; analysis/figure_data/scratch_coder_figure_2_sufficiency_sensitivity.csv::CSV row 22, interval_upper_string","[[""0.08838717221020831"", ""0.08838717221020831"", ""0.08838717221020831"", ""0.08838717221020831""], [""0.03879544466630612"", ""0.03879544466630612"", ""0.03879544466630612"", ""0.03879544466630612""], [""0.14353782636161164"", ""0.14353782636161164"", ""0.14353782636161164"", ""0.14353782636161164""]]",rounded,PASS,strict domains delta_A,
R028,scratch_coder_figure_revisions_log_pass2.md,2.2,"[""0.042"", ""0.001"", ""0.083""]",S3T011,"analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 83, point_estimate; analysis/scratch_coder_results/results.md::S3T011.r6 estimate; analysis/figure_data/scratch_coder_figure_2.csv::CSV row 23, source_value_string; analysis/figure_data/scratch_coder_figure_2_sufficiency_sensitivity.csv::CSV row 23, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 83, ci_lower; analysis/scratch_coder_results/results.md::S3T011.r6 interval_lower; analysis/figure_data/scratch_coder_figure_2.csv::CSV row 23, interval_lower_string; analysis/figure_data/scratch_coder_figure_2_sufficiency_sensitivity.csv::CSV row 23, interval_lower_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 83, ci_upper; analysis/scratch_coder_results/results.md::S3T011.r6 interval_upper; analysis/figure_data/scratch_coder_figure_2.csv::CSV row 23, interval_upper_string; analysis/figure_data/scratch_coder_figure_2_sufficiency_sensitivity.csv::CSV row 23, interval_upper_string","[[""0.04169778425221149"", ""0.04169778425221149"", ""0.04169778425221149"", ""0.04169778425221149""], [""0.001029436076326576"", ""0.001029436076326576"", ""0.001029436076326576"", ""0.001029436076326576""], [""0.08274402354610313"", ""0.08274402354610313"", ""0.08274402354610313"", ""0.08274402354610313""]]",rounded,PASS,strict domains delta_B,
R029,scratch_coder_figure_revisions_log_pass2.md,2.2,"[""0.073"", ""0.023"", ""0.124""]",S3T011,"analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 84, point_estimate; analysis/scratch_coder_results/results.md::S3T011.r7 estimate; analysis/figure_data/scratch_coder_figure_2.csv::CSV row 24, source_value_string; analysis/figure_data/scratch_coder_figure_2_sufficiency_sensitivity.csv::CSV row 24, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 84, ci_lower; analysis/scratch_coder_results/results.md::S3T011.r7 interval_lower; analysis/figure_data/scratch_coder_figure_2.csv::CSV row 24, interval_lower_string; analysis/figure_data/scratch_coder_figure_2_sufficiency_sensitivity.csv::CSV row 24, interval_lower_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 84, ci_upper; analysis/scratch_coder_results/results.md::S3T011.r7 interval_upper; analysis/figure_data/scratch_coder_figure_2.csv::CSV row 24, interval_upper_string; analysis/figure_data/scratch_coder_figure_2_sufficiency_sensitivity.csv::CSV row 24, interval_upper_string","[[""0.07330788623824858"", ""0.07330788623824858"", ""0.07330788623824858"", ""0.07330788623824858""], [""0.02270586074072557"", ""0.02270586074072557"", ""0.02270586074072557"", ""0.02270586074072557""], [""0.1240244778297567"", ""0.1240244778297567"", ""0.1240244778297567"", ""0.1240244778297567""]]",rounded,PASS,strict domains delta_C,
