Record ID,Project ID,Title,gpt_status,domains_exact_match,domains_jaccard,purposes_exact_match,purposes_jaccard,covid_tag_match,disparities_tag_match,tag_set_match,any_tag_set_match,tag_only_disagreement,DISAGREE,fable_domains,gpt_domains,fable_purposes,gpt_purposes,fable_tags,gpt_tags,fable_rationale,gpt_rationale,gpt_validation_error,disagreement_layer
2023/303,2023/303,An investigation of non-completions in apprenticeships,ok,True,1.0,False,0.0,True,True,True,True,False,True,Education & Skills,Education & Skills,Outcome Tracking,Descriptive Monitoring,,,"Assigned Education & Skills because apprenticeship non-completion is the substantive focus, using Longitudinal Education Outcomes data; Outcome Tracking because the investigation links learner and pathway characteristics to the non-completion outcome; no tag because no demographic or pandemic lens is central.",Assigned Education & Skills because the title investigates non-completions in apprenticeships using Longitudinal Education Outcomes data; Descriptive Monitoring because it appears to examine the occurrence or profile of apprenticeship non-completion rather than a named intervention or prediction exercise; no tag because no COVID-19 or demographic-equity lens is indicated.,,purposes-only
2024/005,2024/005,Understanding parole success after release from prison in England and Wales,ok,True,1.0,False,0.5,True,True,True,True,False,True,Crime & Justice,Crime & Justice,Outcome Tracking; Service Interaction / Systems Analysis,Service Interaction / Systems Analysis,,,"Assigned Crime & Justice because the project studies parole success after prison release using linked MoJ courts, prisons and probation data; Outcome Tracking and Service Interaction / Systems Analysis because it links release circumstances to downstream parole outcomes while analysing movement through the custodial-probation system via the Prisoner Custodial Journey data; no tag because no demographic or pandemic lens is central.","Assigned Crime & Justice because the title concerns parole after release from prison and uses prison, probation and criminal courts data; Service Interaction / Systems Analysis because the project concerns success through post-custody parole/probation pathways; no tag because no COVID-19 or demographic-equity lens is indicated.",,purposes-only
2024/013,2024/013,The occupational reallocation and earnings dynamics in times of crises,ok,True,1.0,False,0.0,True,True,True,True,False,True,Labour Market & Employment,Labour Market & Employment,Outcome Tracking,Life-Course / Trajectory Analysis,,,"Assigned Labour Market & Employment because occupational reallocation and earnings dynamics are central, using ASHE and longitudinal Labour Force Survey data; Outcome Tracking because the design links naturally occurring crises to labour-market outcomes such as reallocation and earnings changes; no tag because no demographic-group comparison or explicit pandemic framing appears in the entry.",Assigned Labour Market & Employment because the title centres on occupational reallocation and earnings dynamics using ASHE and Labour Force Survey longitudinal datasets; Life-Course / Trajectory Analysis because it examines changes in occupations and earnings over time; no tag because crises are not explicitly COVID-19 and no demographic equity comparison is central.,,purposes-only
2024/015,2024/015,"Access to and economic returns from job-related, non-formal learning in the UK",ok,True,1.0,False,0.5,True,True,True,True,False,True,Education & Skills; Labour Market & Employment,Labour Market & Employment; Education & Skills,Outcome Tracking,Descriptive Monitoring; Outcome Tracking,,,Assigned Education & Skills and Labour Market & Employment because the project studies participation in job-related non-formal learning and its economic returns using longitudinal Labour Force Survey data; Outcome Tracking because the design links training participation to downstream earnings/labour-market outcomes; no tag because no demographic disparity or pandemic lens is central.,Assigned Labour Market & Employment and Education & Skills because the title concerns job-related non-formal learning and its economic returns using longitudinal Labour Force Survey data; Descriptive Monitoring and Outcome Tracking because it studies access to learning and links learning to economic returns; no tag because no demographic equity or COVID-19 lens is central.,,purposes-only
2024/027,2024/027,Mortality of immigrants and their descendants in two destination contexts: Using administrative data to compare England and Wales to Norway,ok,True,1.0,False,0.0,True,True,True,True,False,True,Migration & Demographics,Migration & Demographics,Outcome Tracking,Descriptive Monitoring,Demographic disparities / equity tag,Demographic disparities / equity tag,"Assigned Migration & Demographics because the project studies mortality of immigrants and their descendants as a demographic population outcome across two destination countries, using the ONS Longitudinal Study; Outcome Tracking because migrant status and destination context are linked to downstream mortality outcomes; Demographic disparities tag because comparing outcomes by migrant status and generation is central to the research question.",Assigned Migration & Demographics because the title studies mortality of immigrants and their descendants across destination contexts using the ONS Longitudinal Study; Descriptive Monitoring because it compares mortality patterns between England and Wales and Norway; Demographic disparities / equity tag because immigrant status and descendant status are central comparison groups.,,purposes-only
2024/056,2024/056,Labour market outcomes of high-achieving children from disadvantaged backgrounds,ok,True,1.0,False,0.5,True,True,True,True,False,True,Education & Skills; Labour Market & Employment,Education & Skills; Labour Market & Employment,Life-Course / Trajectory Analysis,Outcome Tracking; Life-Course / Trajectory Analysis,,,"Assigned Education & Skills and Labour Market & Employment because the project follows high-achieving pupils from disadvantaged backgrounds into labour-market outcomes using Longitudinal Education Outcomes data linking education, DWP and HMRC records; Life-Course / Trajectory Analysis because the design tracks education-to-work progression across life stages; no tag because disadvantage is socioeconomic rather than a demographic or equality-group comparison.",Assigned Education & Skills and Labour Market & Employment because the title links high-achieving children and disadvantaged educational backgrounds to labour-market outcomes using Longitudinal Education Outcomes data; Outcome Tracking and Life-Course / Trajectory Analysis because it follows childhood educational characteristics into later labour-market outcomes; no tag because disadvantage is socioeconomic rather than a demographic or equality-relevant comparison in the title.,,purposes-only
2024/068,2024/068,"INVEST-STEM: Investigating STEM Readiness, Inclusion, and Economic Returns",ok,True,1.0,False,0.5,True,True,True,True,False,True,Education & Skills; Labour Market & Employment,Education & Skills; Labour Market & Employment,Outcome Tracking,Descriptive Monitoring; Outcome Tracking,Demographic disparities / equity tag,Demographic disparities / equity tag,Assigned Education & Skills and Labour Market & Employment because the project investigates STEM readiness and economic returns using linked Longitudinal Education Outcomes data connecting education to earnings; Outcome Tracking because it links STEM education pathways to downstream labour-market returns; Demographic disparities / equity tag because 'Inclusion' in the title indicates comparison of STEM access and returns across equality-relevant groups.,"Assigned Education & Skills and Labour Market & Employment because the title examines STEM readiness, inclusion and economic returns using Longitudinal Education Outcomes data; Descriptive Monitoring and Outcome Tracking because it profiles STEM readiness/inclusion and investigates economic returns; Demographic disparities / equity tag because inclusion in STEM is central to the research framing.",,purposes-only
2024/076,2024/076,ESCoE: Measuring the contribution of the voluntary sector,ok,True,1.0,False,0.5,True,True,True,True,False,True,Business & Productivity,Business & Productivity,Descriptive Monitoring; Methodological / Infrastructure Research,Descriptive Monitoring,,,Assigned Business & Productivity because the project measures the economic contribution of the voluntary sector using LFS and NCVO data; Descriptive Monitoring and Methodological / Infrastructure Research because measuring sectoral contribution under an ESCoE economic-statistics framing involves both characterising the sector and developing measurement approaches; no tag because no demographic or pandemic lens is evident.,Assigned Business & Productivity because the project measures the economic contribution of the voluntary sector using Labour Force Survey and National Council for Voluntary Organisation data; Descriptive Monitoring because the title is framed as measuring the sector’s contribution; no tag because no COVID-19 or demographic/equality comparison is explicit.,,purposes-only
2024/077,2024/077,Describing and understanding the 'gender commuting gap' in linked UK administrative data,ok,True,1.0,False,0.5,True,True,True,True,False,True,Labour Market & Employment,Labour Market & Employment,Descriptive Monitoring; Outcome Tracking,Descriptive Monitoring,Demographic disparities / equity tag,Demographic disparities / equity tag,"Assigned Labour Market & Employment because the gender commuting gap concerns working conditions and earnings-related labour-market behaviour using ASHE linked to Census; Descriptive Monitoring and Outcome Tracking because the title states both describing and understanding the gap, combining pattern measurement with analysis of explanatory factors; Demographic disparities / equity tag because gender comparison is the central research question.",Assigned Labour Market & Employment because the title studies the gender commuting gap using ASHE earnings data linked to Census worker characteristics; Descriptive Monitoring because it is framed as describing and understanding the gap; Demographic disparities / equity tag because gender comparison is central.,,purposes-only
2024/078,2024/078,"Accompanying project for ""Describing and understanding the 'gender commuting gap' in linked UK administrative data""",ok,True,1.0,False,0.5,True,True,True,True,False,True,Labour Market & Employment,Labour Market & Employment,Descriptive Monitoring; Outcome Tracking,Descriptive Monitoring,Demographic disparities / equity tag,Demographic disparities / equity tag,"Assigned Labour Market & Employment because this accompanying project on the gender commuting gap uses ASHE longitudinal, New Earnings Survey and WERS labour-market data; Descriptive Monitoring and Outcome Tracking because it mirrors the parent project's aim to describe and explain the commuting gap; Demographic disparities / equity tag because the gender comparison is central.","Assigned Labour Market & Employment because this accompanying project continues the gender commuting gap study using ASHE, New Earnings Survey and Workplace Employment Relations Survey data; Descriptive Monitoring because the referenced project is about describing and understanding the commuting gap; Demographic disparities / equity tag because gender comparison is central.",,purposes-only
2024/085,2024/085,Using Past Data to Improve University Admissions,ok,True,1.0,False,0.0,True,True,True,True,False,True,Education & Skills,Education & Skills,Risk Prediction / Early Identification,Methodological / Infrastructure Research,,,Assigned Education & Skills because the project concerns university admissions using linked education outcomes data (LEO); Risk Prediction / Early Identification because 'using past data to improve admissions' implies building predictive models of applicant outcomes to inform prospective selection; no tag because no demographic-equity or pandemic lens is evident.,Assigned Education & Skills because the title concerns improving university admissions using Longitudinal Education Outcomes data; Methodological / Infrastructure Research because the visible operation is using past data to improve an admissions decision process; no tag because no COVID-19 or demographic/equality comparison is stated.,,purposes-only
2024/092,2024/092,Cumulative Disadvantage in the Criminal Justice System,ok,True,1.0,False,0.5,True,True,True,True,False,True,Crime & Justice,Crime & Justice,Service Interaction / Systems Analysis; Life-Course / Trajectory Analysis,Service Interaction / Systems Analysis,,,"Assigned Crime & Justice because the project studies the criminal justice system using linked MoJ courts, prison, probation and cross-justice datasets; Service Interaction / Systems Analysis and Life-Course / Trajectory Analysis because cumulative disadvantage implies tracing individuals' progression and accumulation of outcomes across justice-system stages; no tag because no specific demographic-comparison or pandemic lens is stated.","Assigned Crime & Justice because the title concerns cumulative disadvantage in the criminal justice system and uses magistrates, Crown Court, family court, prison, probation, and cross-justice linking data; Service Interaction / Systems Analysis because the datasets and title indicate analysis of processing across linked justice-system stages; no tag because no specific demographic or equality-relevant comparison is stated.",,purposes-only
2024/110,2024/110,"Improving understanding of how energy-inefficient housing affects health, through novel data linkages with high-quality UK health datasets",ok,True,1.0,False,0.5,True,True,True,True,False,True,Housing & Planning; Health & Social Care; Environment & Agriculture,Environment & Agriculture; Housing & Planning; Health & Social Care,Outcome Tracking; Methodological / Infrastructure Research,Outcome Tracking,,,"Assigned Housing & Planning, Health & Social Care and Environment & Agriculture because the study links energy-inefficient dwellings (a housing/energy exposure) to health outcomes; Outcome Tracking because it tests how a naturally occurring housing condition affects health, and Methodological / Infrastructure Research because developing novel data linkages with health datasets is an explicit aim; no tag because no equity or pandemic framing is evident.","Assigned Environment & Agriculture, Housing & Planning, Health & Social Care because the title studies how energy-inefficient housing affects health through linkage to UK health datasets and Census 2021; Outcome Tracking because it links the exposure of energy-inefficient housing to downstream health outcomes; no tag because no COVID-19 or demographic/equality comparison is central.",,purposes-only
2024/126,2024/126,Firming Up Technology Trade,ok,True,1.0,False,0.0,True,True,True,True,False,True,Business & Productivity,Business & Productivity,Outcome Tracking,Unclear from Register Entry,,,"Assigned Business & Productivity because the study of firm-level technology trade draws on trade, R&D, innovation, and business structure datasets; Outcome Tracking because the design links technology trade exposure to downstream firm performance rather than evaluating a named policy; no tag because no demographic or pandemic lens appears.","Assigned Business & Productivity because the title and datasets concern firm-level technology trade, R&D, innovation and business structure data; Unclear from Register Entry because the entry does not specify whether the analysis is descriptive, evaluative, methodological, predictive or outcome-tracking; no tag because no demographic or pandemic lens is central.",,purposes-only
2024/129,2024/129,Ethnicity and Labour Market Outcomes,ok,True,1.0,False,0.0,True,True,True,True,False,True,Labour Market & Employment,Labour Market & Employment,Outcome Tracking,Descriptive Monitoring,Demographic disparities / equity tag,Demographic disparities / equity tag,"Assigned Labour Market & Employment because labour market outcomes are the explicit object, using ASHE-Census linkage and LFS data; Outcome Tracking because the design links ethnicity as a characteristic to downstream employment and earnings outcomes; Demographic disparities tag because ethnic comparison is central to the research question.","Assigned Labour Market & Employment because the title focuses on labour market outcomes using ASHE, Census, Labour Force Survey and Understanding Society data; Descriptive Monitoring because it examines outcomes by ethnicity rather than a named intervention; Demographic disparities / equity tag because ethnicity is the central comparative lens.",,purposes-only
2024/136,2024/136,"Unpacking returns to vocational education in England: the role of skills, labour market sorting and mobility",ok,True,1.0,False,0.5,True,True,True,True,False,True,Education & Skills; Labour Market & Employment,Education & Skills; Labour Market & Employment,Outcome Tracking,Outcome Tracking; Life-Course / Trajectory Analysis,,,"Assigned Education & Skills and Labour Market & Employment because returns to vocational education explicitly analyse skills, labour-market sorting and mobility using LEO; Outcome Tracking because the design links vocational education pathways to downstream earnings and employment outcomes; no tag because no equity-group or pandemic lens is central.","Assigned Education & Skills and Labour Market & Employment because the title studies returns to vocational education and the role of skills, labour market sorting and mobility using Longitudinal Education Outcomes data; Outcome Tracking and Life-Course / Trajectory Analysis because it links vocational education to later returns and examines sorting and mobility pathways; no tag because no demographic equity or COVID-19 lens is central.",,purposes-only
2024/139,2024/139,Understanding the family justice system,ok,True,1.0,False,0.0,True,True,True,True,False,True,Crime & Justice,Crime & Justice,Service Interaction / Systems Analysis,Unclear from Register Entry,,,Assigned Crime & Justice because the family justice system is the substantive object of study; Service Interaction / Systems Analysis because 'understanding the family justice system' implies analysing how cases and families move through justice institutions; no tag because no demographic-equity or pandemic framing is evident.,"Assigned Crime & Justice because the title explicitly concerns the family justice system; Unclear from Register Entry because the broad title and Census 2021 dataset do not reveal whether the project profiles, evaluates, predicts, or analyses pathways; no cross-cutting tag because no demographic disparity or COVID-19 lens is specified.",,purposes-only
2024/141,2024/141,Research on retention and progression of teachers in England,ok,True,1.0,False,0.0,True,True,True,True,False,True,Labour Market & Employment; Education & Skills,Labour Market & Employment; Education & Skills,Descriptive Monitoring,Life-Course / Trajectory Analysis,,,"Assigned Labour Market & Employment and Education & Skills because teacher retention and progression concerns workforce recruitment/retention within the education system, using the Working Lives of Teachers and Leaders survey; Descriptive Monitoring because the visible operation is measuring retention and progression patterns among teachers rather than evaluating a named policy; no tag because no demographic comparison or pandemic condition is central.",Assigned Labour Market & Employment and Education & Skills because the title studies teacher retention and progression using the Working Lives of Teachers and Leaders dataset; Life-Course / Trajectory Analysis because retention and progression imply following teachers' workforce careers over time; no cross-cutting tag because no demographic disparity or COVID-19 lens is specified.,,purposes-only
2024/146,2024/146,Socio-demographic inequalities and the role of contextual factors in shaping housing trajectories of immigrants and their descendants in England and Wales,ok,True,1.0,False,0.5,True,True,True,True,False,True,Housing & Planning; Migration & Demographics,Housing & Planning; Migration & Demographics,Life-Course / Trajectory Analysis,Life-Course / Trajectory Analysis; Outcome Tracking,Demographic disparities / equity tag,Demographic disparities / equity tag,Assigned Housing & Planning and Migration & Demographics because the project studies housing trajectories of immigrants and their descendants using the ONS Longitudinal Study; Life-Course / Trajectory Analysis because it follows individuals' housing trajectories over extended periods and generations; Demographic disparities tag because socio-demographic inequalities by immigrant status and descent are central to the research question.,Assigned Housing & Planning and Migration & Demographics because the title studies housing trajectories of immigrants and their descendants using the ONS Longitudinal Study; Life-Course / Trajectory Analysis and Outcome Tracking because it follows housing trajectories and examines contextual factors shaping them; Demographic disparities / equity tag because socio-demographic inequalities among immigrants and descendants are central.,,purposes-only
2024/148,2024/148,Returning to learning for Level 2 achievers - similarities and differences,ok,True,1.0,False,0.5,True,True,True,True,False,True,Education & Skills,Education & Skills,Life-Course / Trajectory Analysis,Life-Course / Trajectory Analysis; Descriptive Monitoring,,,"Assigned Education & Skills because the project studies pathways of returning to learning among Level 2 achievers using LEO data; Life-Course / Trajectory Analysis because it follows learners' progression and re-entry into education over time, comparing groups' trajectories; no tag because no demographic comparison or pandemic condition is central to the register entry.",Assigned Education & Skills because the title concerns returning to learning among Level 2 achievers using the LEO education-outcomes dataset; Life-Course / Trajectory Analysis and Descriptive Monitoring because it examines educational return pathways and their similarities and differences; no cross-cutting tag because no demographic disparity or COVID-19 lens is specified.,,purposes-only
2024/153,2024/153,Local areas and the labour market prospects of different ethnic groups,ok,True,1.0,False,0.0,True,True,True,True,False,True,Labour Market & Employment,Labour Market & Employment,Outcome Tracking,Descriptive Monitoring,Demographic disparities / equity tag,Demographic disparities / equity tag,Assigned Labour Market & Employment because labour-market prospects are the central outcome studied via the ONS Longitudinal Study; Outcome Tracking because local-area conditions are analysed as exposures linked to labour-market outcomes; Demographic disparities / equity tag because comparison across ethnic groups is central to the research question.,Assigned Labour Market & Employment because the title centres on labour market prospects; Descriptive Monitoring because it examines how prospects vary by local area and ethnic group using the ONS Longitudinal Study; Demographic disparities / equity tag because comparison across different ethnic groups is central.,,purposes-only
2024/160,2024/160,"Social and economic predictors of onset, course and outcomes of severe mental health conditions, SEPMD data linkage study",ok,True,1.0,False,0.5,True,True,True,True,False,True,Health & Social Care,Health & Social Care,Outcome Tracking,Outcome Tracking; Life-Course / Trajectory Analysis,,,"Assigned Health & Social Care because onset, course and outcomes of severe mental health conditions are the central objects, using linked Census, HES and mortality data; Outcome Tracking because social and economic circumstances are analysed as exposures linked to mental health outcomes without a prospective prediction design; no tag because socioeconomic predictors alone do not constitute a demographic-group comparison.","Assigned Health & Social Care because the title focuses on onset, course and outcomes of severe mental health conditions using linked Census, HES and mortality data; Outcome Tracking and Life-Course / Trajectory Analysis because it links social and economic predictors to mental-health onset and outcomes while studying the course of conditions over time; no tag because no demographic-equity or COVID-19 lens is evident.",,purposes-only
2024/165,2024/165,"School accountability, exams and and labour market outcomes",ok,True,1.0,False,0.0,True,True,True,True,False,True,Education & Skills; Labour Market & Employment,Education & Skills; Labour Market & Employment,Policy Evaluation / Impact Analysis,Outcome Tracking,,,Assigned Education & Skills and Labour Market & Employment because the project links school accountability and exams to labour market outcomes using the LEO education-earnings linkage; Policy Evaluation / Impact Analysis because school accountability regimes are deliberate institutional policies whose effects on outcomes are being assessed; no tag because no equity or pandemic lens is evident.,"Assigned Education & Skills and Labour Market & Employment because the title connects school accountability and exams with labour market outcomes using LEO education, DWP and HMRC data; Outcome Tracking because it links educational conditions to later labour-market outcomes; no tag because no demographic-equity or COVID-19 lens is indicated.",,purposes-only
2024/183,2024/183,"Job search, taxes, and the welfare state",ok,True,1.0,False,0.0,True,True,True,True,False,True,Labour Market & Employment; Public Finance & Taxation,Labour Market & Employment; Public Finance & Taxation,Outcome Tracking,Unclear from Register Entry,,,"Assigned Labour Market & Employment and Public Finance & Taxation because job search behaviour and taxation/welfare-state mechanisms are both central to the title, using ASHE, LFS and business survey data; Outcome Tracking because the project analyses how tax and welfare conditions relate to job-search outcomes rather than evaluating a specific named reform; no tag because no demographic or pandemic lens is evident.","Assigned Labour Market & Employment and Public Finance & Taxation because the title centres job search, taxes, and the welfare state using earnings, business, and labour-force datasets; Unclear from Register Entry because the title does not reveal whether the analysis is descriptive, causal, evaluative, trajectory-based, or methodological; no tag because no demographic equity or COVID-19 lens is stated.",,purposes-only
2024/210,2024/210,"MATCHED (Maternal mental health, Child Health & Emergency Department utilisation: impact on children's education and development outcomes in England).",ok,True,1.0,False,0.5,True,True,True,True,False,True,Health & Social Care; Education & Skills,Health & Social Care; Education & Skills,Outcome Tracking; Service Interaction / Systems Analysis,Outcome Tracking,,,"Assigned Health & Social Care and Education & Skills because maternal mental health, child health and emergency department use are linked to children's education and development outcomes via ECHILD; Outcome Tracking because maternal mental health is a naturally occurring exposure linked to downstream child outcomes, and Service Interaction / Systems Analysis because emergency department utilisation is a central component of the analysis; no tag because no demographic comparison or pandemic framing is central.","Assigned Health & Social Care and Education & Skills because the title links maternal mental health, child health, and emergency department utilisation to children's education and development outcomes using linked NHS and DfE data; Outcome Tracking because it studies the impact of health and service-use exposures on later education and development outcomes; no tag because no demographic equity or COVID-19 lens is explicit.",,purposes-only
2024/213,2024/213,A comparative assessment of sentencing and supervision outcomes for child sexual abuse and exploitation (CSAE) offences in England and Wales.,ok,True,1.0,False,0.5,True,True,True,True,False,True,Crime & Justice,Crime & Justice,Descriptive Monitoring; Service Interaction / Systems Analysis,Descriptive Monitoring,,,"Assigned Crime & Justice because the project examines sentencing and supervision outcomes for CSAE offences using MoJ courts, prison and probation data; Descriptive Monitoring and Service Interaction / Systems Analysis because it comparatively profiles outcomes and traces case processing across the cross-linked justice system; no tag because no demographic or pandemic lens is central.","Assigned Crime & Justice because the title concerns sentencing and supervision outcomes for child sexual abuse and exploitation offences using courts, probation, prison, and cross-justice datasets; Descriptive Monitoring because the project is framed as a comparative assessment of justice outcomes rather than prediction or evaluation of a named reform; no tag because the entry does not centre a demographic equity comparison or COVID-19.",,purposes-only
2024/226,2024/226,"Understanding Anxiety, Stress and Depression in Students with Special Educational Needs",ok,True,1.0,False,0.0,True,False,False,False,False,True,Health & Social Care; Education & Skills,Education & Skills; Health & Social Care,Outcome Tracking,Descriptive Monitoring,Demographic disparities / equity tag,,"Assigned Health & Social Care and Education & Skills because the project studies anxiety, stress and depression (mental health) among students with Special Educational Needs using linked education-health data (ECHILD); Outcome Tracking because it links SEN status to mental health outcomes; Demographic disparities / equity tag because the disability/SEN-defined group comparison is central to the research question.","Assigned Education & Skills and Health & Social Care because the title focuses on anxiety, stress and depression among students with Special Educational Needs using linked NHS and DfE child data; Descriptive Monitoring because the visible aim is to understand or characterise mental-health conditions in this student group; no tag because the entry does not explicitly centre a comparison across demographic or equality groups.",,purposes-only
2024/228,2024/228,"Agglomeration Economies, Job-to-Job Mobility and the Role of Firms",ok,True,1.0,False,0.5,True,True,True,True,False,True,Labour Market & Employment; Business & Productivity,Labour Market & Employment; Business & Productivity,Outcome Tracking,Outcome Tracking; Life-Course / Trajectory Analysis,,,"Assigned Labour Market & Employment and Business & Productivity because job-to-job mobility, earnings (ASHE) and the role of firms (business surveys and registers) are jointly central; Outcome Tracking because the design links agglomeration conditions to worker mobility and firm outcomes; no tag because no demographic comparison or pandemic framing is evident.","Assigned Labour Market & Employment and Business & Productivity because the title centres job-to-job mobility and the role of firms using earnings, employment and business datasets; Outcome Tracking and Life-Course / Trajectory Analysis because it links agglomeration and firm characteristics to mobility while analysing job-to-job transitions; no tag because no pandemic or demographic-equity lens is indicated.",,purposes-only
2024/238,2024/238,Exploring the role of Sociodemographic Characteristics in Different Aspects of University Application Behaviour in England,ok,True,1.0,False,0.0,True,True,True,True,False,True,Education & Skills,Education & Skills,Descriptive Monitoring,Outcome Tracking,Demographic disparities / equity tag,Demographic disparities / equity tag,Assigned Education & Skills because university application behaviour using GRADE admissions data is the substantive object; Descriptive Monitoring because the project characterises how application behaviour varies across sociodemographic groups rather than testing a specific intervention; Demographic disparities tag because comparison across sociodemographic characteristics is central to the research question.,"Assigned Education & Skills because the title focuses on university application behaviour using grades and admissions data from Ofqual, DfE and UCAS; Outcome Tracking because it examines the role of sociodemographic characteristics in application behaviour; Demographic disparities / equity tag because sociodemographic differences in university application behaviour are central to the research question.",,purposes-only
2024/244,2024/244,Evaluation of Population Secondary Prevention Quality and Outcomes Post-Stroke (ESP-QOPS),ok,True,1.0,False,0.0,True,True,True,True,False,True,Health & Social Care,Health & Social Care,Outcome Tracking,Descriptive Monitoring,,,Assigned Health & Social Care because post-stroke secondary prevention quality and clinical outcomes are the substantive focus; Outcome Tracking because the design relates prevention care quality to downstream post-stroke outcomes rather than evaluating a specific named policy; no tag because no demographic or pandemic lens is central.,Assigned Health & Social Care because the title concerns secondary prevention quality and outcomes after stroke using SAIL-linked Welsh census data; Descriptive Monitoring because the visible aim is to evaluate population quality and outcomes rather than a named policy or service pathway; no tag because no demographic-equity or COVID-19 lens is central.,,purposes-only
2024/245,2024/245,"Diversity and Dynamics in Education: An Analysis of Recruitment, Retention, and Career Mobility Among Teachers by Ethnicity in England",ok,True,1.0,False,0.5,True,True,True,True,False,True,Education & Skills; Labour Market & Employment,Labour Market & Employment; Education & Skills,Descriptive Monitoring,Descriptive Monitoring; Life-Course / Trajectory Analysis,Demographic disparities / equity tag,Demographic disparities / equity tag,"Assigned Education & Skills and Labour Market & Employment because teacher workforce recruitment, retention and career mobility (Working Lives of Teachers and Leaders) combine education-system and labour-market workforce questions; Descriptive Monitoring because the project profiles workforce diversity and dynamics patterns; Demographic disparities tag because comparison by teacher ethnicity is central to the research question.","Assigned Labour Market & Employment and Education & Skills because the title analyses recruitment, retention and career mobility among teachers using DfE teacher workforce data; Descriptive Monitoring and Life-Course / Trajectory Analysis because it profiles workforce dynamics and career mobility over teachers' careers; Demographic disparities / equity tag because the analysis is explicitly by ethnicity.",,purposes-only
2024/249,2024/249,School-to-university pipelines and the effect of school peers on university application choices,ok,True,1.0,False,0.5,True,True,True,True,False,True,Education & Skills,Education & Skills,Outcome Tracking,Outcome Tracking; Life-Course / Trajectory Analysis,,,Assigned Education & Skills because the study concerns school-to-university pipelines and university application choices using GRADE admissions and qualifications data; Outcome Tracking because it links school peer exposure to downstream application outcomes; no tag because demographic comparison and pandemic framing are not central in the entry.,"Assigned Education & Skills because the title focuses on school-to-university pipelines, university applications, school peers, qualifications and UCAS admissions data; Outcome Tracking and Life-Course / Trajectory Analysis because it studies the effect of school peers on application choices and transitions from school to university; no cross-cutting tag because no demographic or pandemic lens is central.",,purposes-only
2024/254,2024/254,Beta test: A longitudinal analysis of Welsh and other language dynamics in England and Wales,ok,True,1.0,False,0.5,True,True,True,True,False,True,Migration & Demographics,Migration & Demographics,Life-Course / Trajectory Analysis; Methodological / Infrastructure Research,Life-Course / Trajectory Analysis,,,Assigned Migration & Demographics because language dynamics across the population of England and Wales concern demographic composition and change via the ONS Longitudinal Study; Life-Course / Trajectory Analysis and Methodological / Infrastructure Research because the project follows individuals' language use longitudinally while explicitly beta-testing the data asset; no tag because no equity comparison or pandemic condition is central.,Assigned Migration & Demographics because the title studies Welsh and other language dynamics in England and Wales using the ONS Longitudinal Study; Life-Course / Trajectory Analysis because it explicitly describes a longitudinal analysis of language dynamics over time; no cross-cutting tag because it does not centre demographic disparities or COVID-19.,,purposes-only
2024/256,2024/256,Drug trafficking in England and Wales,ok,True,1.0,False,0.5,True,True,True,True,False,True,Crime & Justice,Crime & Justice,Descriptive Monitoring; Service Interaction / Systems Analysis,Descriptive Monitoring,,,"Assigned Crime & Justice because the project studies drug trafficking using MoJ courts, prisons and probation data; Descriptive Monitoring and Service Interaction / Systems Analysis because the linked cross-justice datasets indicate profiling drug trafficking cases and their processing through courts, custody and probation; no tag because no demographic or pandemic lens is evident.","Assigned Crime & Justice because the title is drug trafficking in England and Wales and the datasets include Crown Court, magistrates' court, prisons and probation records; Descriptive Monitoring because the entry indicates study of the drug-trafficking phenomenon without a named intervention, prediction model or explicit service-pathway analysis; no cross-cutting tag because no demographic or pandemic lens is central.",,purposes-only
2025/019,2025/019,BETA TEST: Who Cares? The causes and consequences of unpaid care across time and place in England and Wales,ok,True,1.0,False,0.5,True,True,True,True,False,True,Health & Social Care,Health & Social Care,Outcome Tracking,Outcome Tracking; Life-Course / Trajectory Analysis,,,"Assigned Health & Social Care because unpaid care provision is the substantive object, studied through the ONS Longitudinal Study; Outcome Tracking because the design examines causes and consequences of unpaid care, linking caring status to downstream outcomes across time and place; no tag because no demographic-equity comparison or pandemic framing is explicit in the entry.","Assigned Health & Social Care because the title centres on unpaid care, a social-care-related role, using the ONS Longitudinal Study; Outcome Tracking and Life-Course / Trajectory Analysis because it examines causes and consequences of unpaid care across time and place; no cross-cutting tag because no demographic equity or COVID-19 lens is stated.",,purposes-only
2025/020,2025/020,Upskilling and reskilling in a changing economy: the role of employer investment in training,ok,True,1.0,False,0.0,True,True,True,True,False,True,Education & Skills; Labour Market & Employment,Education & Skills; Labour Market & Employment,Descriptive Monitoring,Outcome Tracking,,,"Assigned Education & Skills and Labour Market & Employment because upskilling, reskilling and employer training investment concern skills formation and workforce skills demand, using the Employer Skills Survey and Investment in Training; Descriptive Monitoring because the visible operation is characterising patterns of employer training investment in a changing economy rather than testing a named policy; no tag because no equity or pandemic lens is central.","Assigned Education & Skills and Labour Market & Employment because the title focuses on upskilling, reskilling and employer investment in training using the Employer Skills Survey and Investment in Training data; Outcome Tracking because it examines the role of employer training investment in skills outcomes in a changing economy; no cross-cutting tag because no demographic equity or COVID-19 lens is stated.",,purposes-only
